content,clean_content
It's previous versions are beeter than this. After the time frames of daily to weekly all candles going small or big automatically plz fix this issue.,previous versions beeter time frames daily weekly candles going small big automatically plz fix issue
No one loves to analyze in dark mode.. the fact that you chose to make it compulsory for my system theme to always be my app theme is very frustrating !!,one loves analyze dark mode fact chose make compulsory system theme always theme frustrating
My charts are displaying innacurate values across all pairs.All prices are being displayed in 2 decimal places including non-JPY pairs. Tried emailing customer support but no response.Very poor customer service.,charts displaying innacurate values across pairsall prices displayed decimal places including nonjpy pairs tried emailing customer support responsevery poor customer service
It used to be very good. Now it's so slow and the tick caps at 30 or something for free users is too small.,used good slow tick caps something free users small
The app not loading candlestick charts and it gets stuck to it when I try to view the chart it been a problem from past 1 month even after updating the app still same problem 😕,loading candlestick charts gets stuck try view chart problem past month even updating still problem
"In our trading view we can see the line of moving average in various shapes but in chartIQ the line of moving average like Tringular, Vidya, Exponential, weighed, hull, Double Exponential, Triple Exponential. Various options should also be given.",trading view see line moving average various shapes chartiq line moving average like tringular vidya exponential weighed hull double exponential triple exponential various options also given
Update sucks. Tools are now harder to access. Can't even find the magnifying tool what a bummer. Why fix something that is not broken?!,update sucks tools harder access even find magnifying tool bummer fix something broken
"Unable to upload watchlist and chart in market hours, sorry an error occurred. This massage shows after 9am , my tab is moto g70 tab, please reply with solution......app is not working in market hours in Tab after closing the market it is working 😔",unable upload watchlist chart market hours sorry error occurred massage shows tab moto g tab please reply solutionapp working market hours tab closing market working
I really don't like the updated version. It's making my tradingview slow. To load charts it's taking like forever,really like updated version making tradingview slow load charts taking like forever
Very poor new version..its very slow to edit in chart and slownes in changing diferent time frame.better is old version.not user friendly please bring back olf version,poor new versionits slow edit chart slownes changing diferent time framebetter old versionnot user friendly please bring back olf version
The app is overall good! But showing different opening prices in different time frames. Especially 15 minutes and daily chart,overall good showing different opening prices different time frames especially minutes daily chart
So far i used to rate this app a five star but when I installed the latest version it lost all my data and my watchlist that I have saved i tried to log in with my account that I store data on it does not respond that I logged in or not,far used rate five star installed latest version lost data watchlist saved tried log account store data respond logged
"The app is great,I dont wanna lie, the only problem when i wanna move the lines on it, the line respond late.. If you could fix that I'd rate it 5 stars",greati want lie problem want move lines line respond late could fix would rate stars
"Re-reating from 5 starts to 2 starts App is lagging more than 8 months. I have premium but still lagging. Why I should pay you all that amount if your service bad , customer service bad ....",rereating starts starts lagging months premium still lagging pay amount service bad customer service bad
The app os very helpful in my trading but its keeps stalling on screen and the charts seem to be slow but when i use the web page its just smooth plz help me solve this,os helpful trading keeps stalling screen charts seem slow use web page smooth plz help solve
Worst update.. the app keeps hanging I have to close the app to load the chart. To add indicator I have to tap 5 times..,worst update keeps hanging close load chart add indicator tap times
"The most useless version of All time don't update it's for your own good, one should be enabled to be able to swap to the old interphase t",useless version time update good one enabled able swap old interphase
"Older version was awesome team This version is complicated to use tools like timeframe, Chart type - candle to line and some drawing tools That's why giving 2/5 Else it would be 5/5",older version awesome team version complicated use tools like timeframe chart type candle line drawing tools giving else would
Its a great platform but lately the charts on this app are not able to load any info older than a day. Please fix.,great platform lately charts able load info older day please fix
"Interface seems to hate Android keyboard. That, and you have to remember where you put alarms to delete them.",interface seems hate android keyboard remember put alarms delete
"New layout sucks.. Hard to find tools, my favorite list get inside the menu so what's the point we make a favorite list if its still inside",new layout sucks hard find tools favorite list get inside menu point make favorite list still inside
Please revert it back to previous interface or there should be 2 options that ends user can use either new or old interface this is to complicated and takes to many clicks.,please revert back previous interface options ends user use either new old interface complicated takes many clicks
"It's getting slower and slower everyday, when you click on open chat it surely opens but in its own time don't ask when, just keep waiting.",getting slower slower everyday click open chat surely opens time ask keep waiting
"Didn't like the latest update, not able to see the drawing panel on left and top corner, new update seems more tedious to perform frequent operations",like latest update able see drawing panel left top corner new update seems tedious perform frequent operations
"It doesn't have 2 min time frame, no option to save chart settings every time I opened my previous added indicator gone.",min time frame option save chart settings every time opened previous added indicator gone
The app was great till the last update.. They ruined a great application.. They have removed the customisation and charts are too sluggish to load nowadays,great till last update ruined great application removed customisation charts sluggish load nowadays
Its very easy to use but last update reduces app fastness and its had a bug thats trendline didnt delete quickly and indicater hide..,easy use last update reduces fastness bug trendline delete quickly indicater hide
This App is a one stop shop. Save your time. Save your effort. Make money. The current news version has refused to fully launch on my phone.,one stop shop save time save effort make money current news version refused fully launch phone
"The favorite selected tool like trendline, position sizing and other tools were not pined on the chart anymore. Fix this for easy navigation",favorite selected tool like trendline position sizing tools pined chart anymore fix easy navigation
"The mobile app is slow, I can't move the charts please fix this, I upgraded my Android WebView as suggested but it is still slow",mobile slow move charts please fix upgraded android webview suggested still slow
I don't mind for Ads popped up but reducing from 3 to 2 indicators for free account. I am looking for the new alternative.,mind ads popped reducing indicators free account looking new alternative
They decreased the watchlist limit from 1000 to not more than 30 for free user. Make sure not to clear your watchlist!,decreased watchlist limit free user make sure clear watchlist
The app was working fine until my wifi goes off and turns back on my candle stick chart becomes glitchy/fades away when you zoom out,working fine wifi goes turns back candle stick chart becomes glitchyfades away zoom
"It really sucks, sometimes it takes hell a lot of time to just refresh when i try to open the app. its frustrating",really sucks sometimes takes hell lot time refresh try open frustrating
No I'm not able to use more than 2 indicators on free mode of trading view in its free version this is not good they are decreasing free mode indicator please allow your users to use at least 3 indicators on free mode,able use indicators free mode trading view free version good decreasing free mode indicator please allow users use least indicators free mode
I gave it 2 stars cause my drawing always disappear each time the app close or if I switch to other apps it will automatically wipe all my drawings.,gave stars drawing always disappear time close switch apps automatically wipe drawings
"WHY CANT I SCROLL THE PAIR AND TIMEFRAME, MAKES FULL SCREEN USELESS.....ALSO CANT FULLSCREEN BE SET AN OPTION TO REMAIN DEFAULT................................ STILL CAN'T SCROLL THE PAIR OR TIMEFRAME ON WHEN I AM LOOKING AT THE CHART LIKE THE APPLE VERSION, WAS THIS OPTION EVEN MADE AVAILABLE..................... TRADING VIEW!!!!!! WHY MAKE THE INTERFACE IF U WON'T ADD THAT FOR CHRIST SAKE",scroll pair timeframe makes full screen uselessalso fullscreen set option remain default still scroll pair timeframe looking chart like apple version option even made available trading view make interface add christ sake
New update is waste difficulties using app now the layout changed is hard to understand Totally waste i am using Trading view for a long time and use it ease but this update confused me where would i found the things.,new update waste difficulties using layout changed hard understand totally waste using trading view long time use ease update confused would found things
"Last update is horrible guys, app crashes Chart is smaller when landscaping due to the new section u added which takes so much space from the screen",last update horrible guys crashes chart smaller landscaping due new section added takes much space screen
"Not usefull, its take long time to load charts on Mobile app.. you have to wait for long time if you want to see charts",usefull take long time load charts mobile wait long time want see charts
Very slow while openning and loading taking too much time to update. I'm also unable to update the app.,slow openning loading taking much time update also unable update
Newest update has caused app to freeze fairly regularly now. When it never happened before. Memory leak?,newest update caused freeze fairly regularly never happened memory leak
The upgraded version us not better than thd previous one. Unable to adjust the screen to my preferences.,upgraded version us better thd previous one unable adjust screen preferences
"I'm a paid user and the mobile app is the worst I've used last time. Adding alarms works bad, too long, lines are invisible now. So guys please test the app and do your job well... Or hire a better UX",paid user mobile worst used last time adding alarms works bad long lines invisible guys please test job well hire better ux
The app has became fully lagging. I'm not able to draw lines and all others tools take very long time for loading,became fully lagging able draw lines others tools take long time loading
"When placing a new order through Pepperstone after opening the app, scrolls all the previous orders with Pepperstone and effectively blocks the app for a few seconds. Fix it",placing new order pepperstone opening scrolls previous orders pepperstone effectively blocks seconds fix
This last update is not refreshing the chart display and sometimes shows blank chart as if it is stuck!,last update refreshing chart display sometimes shows blank chart stuck
"Was great and then the graphs starts eing useless and just become one horizontal line Used to be good , but now is so inconsistent",great graphs starts eing useless become one horizontal line used good inconsistent
Please make the Android chart like iOS. We need more space to work with the phone on the chart. It would be great if you put the tool at the bottom like ios,please make android chart like ios need space work phone chart would great put tool bottom like ios
"The app keeps crashing on moto g54 , I have to bear heavy losses since I was unable to modify / cancel my order and losses from past 1 month.Please check your app version for Android 13 in moto g54",keeps crashing moto g bear heavy losses since unable modify cancel order losses past monthplease check version android moto g
After the last update Tradingview is lagging so much.....it's becoming hard to me to draw my trading tools even it lags when I try to change from one chart to another....please developer fix this as soon as possible,last update tradingview lagging muchit becoming hard draw trading tools even lags try change one chart anotherplease developer fix soon possible
"One of the best trading app becoming one of the worst, after every update bugs are everywhere please fix this as fast as you can.",one best trading becoming one worst every update bugs everywhere please fix fast
I updated my TV few minutes ago cuz the charts isn't showing up and its still bugging me after the update. Please fix the glitch ASAP.,updated tv minutes ago cuz charts showing still bugging update please fix glitch soon possible
Basically paying to even use the app now 😂🤦 I have to pay just to get alerts or get more than JUST 3 INDICATORS. What's next ? Gonna be paying to open the app for more than 10 minutes ?,basically paying even use pay get alerts get indicators next going paying open minutes
"Excellent, was until last update, i can not stand this new update, what did u do? U make one handy appearance which works fantastic to one fully clicks needed U.I? Why? I hate your new update please back it to original",excellent last update stand new update make one handy appearance works fantastic one fully clicks needed youi hate new update please back original
"With this most recent update, I can not change my candle types. It loads blank. It was good before, supposed to be better now, but, is currently worse than it was. I hope it improves soon.",recent update change candle types loads blank good supposed better currently worse hope improves soon
Latest update have glitch when using measurement tool.. can't able to see chart when using measurement tool..please try to fix it ASAP..,latest update glitch using measurement tool able see chart using measurement toolplease try fix soon possible
Trading View is the best for me but Since after these new updtae my trading view does not load proper again and it normally times out and closes on its own ... I use and andriod version 6.0 Samsung Galaxy s6edge. Pls try fixing these issue,trading view best since new updtae trading view load proper normally times closes use andriod version samsung galaxy sedge pls try fixing issue
"Trading view used to be wonderful until the chart stopped loading... I have uninstalled and reinstalled it severally, cleared my cache, still no progress... Please resolve it asap",trading view used wonderful chart stopped loading uninstalled reinstalled severally cleared cache still progress please resolve soon possible
Many glitches with charts. Chart settings not being saved. Good news and info though,many glitches charts chart settings saved good news info though
"Slow, glitchy, doesn't display watchlist. Disappointing and useless at current build.",slow glitchy display watchlist disappointing useless current build
"good chart. bad ux for watchlist, no screener available, no way to delete list, inconsistent ui behavior. sux",good chart bad ux watchlist screener available way delete list inconsistent ui behavior sucks
user interface was a lot better before. are you guys not performing usability testing when designing? bring back the old version ....,user interface lot better guys performing usability testing designing bring back old version
The font size was reduced for the watchlist with the new update. Is there anyway to increase the font size for the watchlist? Because the new size is too small.,font size reduced watchlist new update anyway increase font size watchlist new size small
"Updates are supposed to make things easier right? Man this is heck'n complicated, we can't easily access our tools... Analysing charts just got confusing and will probably take hours",updates supposed make things easier right man heckn complicated easily access tools analysing charts got confusing probably take hours
Not great. constantly found myself going to my laptop to see more. I think the layout needs a lot of working on.,great constantly found going laptop see think layout needs lot working
"Please tge trading view app is not showing chart again, or is chart also part of subscription... I thought most of the features are free? Please shed more light.",please tge trading view showing chart chart also part subscription thought features free please would light
"Good App But I don't Like The Fact Trading View Chart Delayed to open most times please the developers should do something about it, pls make the trading charts to Open faster just like any other menu",good like fact trading view chart delayed open times please developers something pls make trading charts open faster like menu
"My chart doesn't display on the mobile version but works fine on PC, I can see the prices too on my watchlist on the mobile version but chart doesn't want to display",chart display mobile version works fine pc see prices watchlist mobile version chart want display
"its a really good app but whenever i sign in for more better experience, the app stops showing me the candlesticks which forces me to sign out and use the app. please fix",really good whenever sign better experience stops showing candlesticks forces sign use please fix
Frequently close app while reading chart it's disappointing 😕,frequently close reading chart disappointing
very slow heavy app a bit complicated UI,slow heavy bit complicated ui
Unable to save the template!! Always telling to sign in. Already signed in but asking to sign to save the template. But when signed in then it's again telling to sign in but it never saves the template!! Never !!!!!!,unable save template always telling sign already signed asking sign save template signed telling sign never saves template never
U can't paper trade on the phone app...only on the desktop version. Which kinda sux since i initiate most of my positions from my phone.,paper trade phone apponly desktop version kind sucks since initiate positions phone
LOVE IT... BUT I'm missing the top gainers and losers tool on this app. Overall extremely amazing work.,love missing top gainers losers tool overall extremely amazing work
Please keep it simple like it was before (in 2021) that was good interface than now its too difficult and now symbol screen adds more delay for opening chat plz remove that its not that good,please keep simple like good interface difficult symbol screen adds delay opening chat plz remove good
This app is bugging since the last update. It delete my setup by itself. It is irritating and annoying,bugging since last update delete setup irritating annoying
Latest update was terrible made it so much harder to use indicators and trend lines etc. Change it back please!!!,latest update terrible made much harder use indicators trend lines etc change back please
In mobile app i could not find the landscape chart mode button. For mobile it should be better to see in landscape mode,mobile could find landscape chart mode button mobile better see landscape mode
"Hello Mr.TradingView There is no Quatex broker list in your TreadingView, Please add Quatex broker in your TreadingView, Because we're Use Quatex broker in Pakistan, It's Will better for you. You will get more User reason Quatex. So add Quatex to see chart in TreadingView for Quatex!!!",hello mrtradingview quatex broker list treadingview please add quatex broker treadingview use quatex broker pakistan better get user reason quatex add quatex see chart treadingview quatex
"You cannot rely on this site, if you compare with Google or Bing graphics will see the price discrepancy, for example on PETR4, between Nov 29 and Dec 2, 2021.",rely site compare google bing graphics see price discrepancy example petr nov dec
Was great platform but they limited the watchlist quantity unless you pay for it. I don't use it as much now.,great platform limited watchlist quantity unless pay use much
I used to be able to set alerts on my mobile but now I try to create an alert and I'm forced to either Upgrade or have to abort my alert. Is this right?,used able set alerts mobile try create alert forced either upgrade abort alert right
All over a good app but with glitches. I can't change the currency in chart view which is annoying.,good glitches change currency chart view annoying
Why are you charging usage of tools and indicators,charging usage tools indicators
I swear TradingView is getting more and more annoying trying to force t You to buy their subscription. Would it doubt it hat in the future they will only see one chart a day for free and only after market 🤣,swear tradingview getting annoying trying force buy subscription would doubt hat future see one chart day free market
"Great app, works on my mobile phone however, I'll love to use it on my tablet which is an Android 4.0 OS. Can this be extended to be useable on a modio android 4.0 3GB RAM Tablet?",great works mobile phone however love use tablet android os extended useable modio android gb ram tablet
"Nowadays it's taking too much time to launch even after several updates, not loading charts on time.",nowadays taking much time launch even several updates loading charts time
Took away the drop down menu. Now how am I going to access my other indicators that I have hidden away until I need them. What am I going to do now when I want to hide all my chart indicators so I can do a top down analysis on a naked chart.,took away drop menu going access indicators hidden away need going want hide chart indicators top analysis naked chart
"Charts do not work, updated and charts working ,not impressed with charts, webull has you beat.",charts work updated charts working impressed charts webull beat
New version is bad against old Line price not set on this chart ..draw line on any price then price was not seen only line is visible...so I am not satisfied of new version.,new version bad old line price set chart draw line price price seen line visibleso satisfied new version
"There is problem in drawing trend line in new update ......it doesn't go as per our will , it goes by price levels ..... Could you please look into this matter .",problem drawing trend line new update go per goes price levels could please look matter
"After I update the new version just now, it won't work. When I open it , it will closed automatically. I'm using Xiaomi red note 11 pro 5g",update new version work open closed automatically using xiaomi red note pro g
"I used to love this app. But this version is a downgrade, the changes that have made are not intuitive.",used love version downgrade changes made intuitive
"Dev should look at parralel channel, its not working correctly. Please fixed it, already uninstall then install again, the problem still persist. Please fixed it ASAP then will give u guys 5 star",dev look parralel channel working correctly please fixed already uninstall install problem still persist please fixed soon possible give guys star
Facing varience in price value. The other devices has different values of any candle (O-H-L-C) than I can see on my mobile. Reinstalling app has also did not solved my issue. These differed values impacts my trades. Pls provide the solution on this,facing varience price value devices different values candle ohlc see mobile reinstalling also solved issue differed values impacts trades pls provide solution
"Freezes, not dependable. Make you pay for quotes you can get free with other platforms. I like the look and feel so I'm disappointed it won't work for me.",freezes dependable make pay quotes get free platforms like look feel disappointed work
"This app is very slow in terms of refresh when we switch from broker app to this app, this app takes more seconds sometime takes minute to refresh, very bad experience.",slow terms refresh switch broker takes seconds sometime takes minute refresh bad experience
"App is good now, but it's really slow , it dont need to take more than 10 sec for opening charts, Why it is taking so much time like literally 4/5 mins or more",good really slow need take sec opening charts taking much time like literally mins
"hello got my new phone my chart does not open,pls help me fix it",hello got new phone chart openpls help fix
suddenly charts not getting display.,suddenly charts getting display
"When you select the yearly data, all the candlesticks are weekly based, there is no daily based info.",select yearly data candlesticks weekly based daily based info
"blank space on right & left sides ,in landscape mode. device : Realme 12x. please fix it",blank space right left sides landscape mode device realme x please fix
Complicated and super overpriced,complicated super overpriced
Eur/USD and Eur/CAD chart needs fixing on mobile. It's been six months. And zooming and won't help read the chart. Only when your signed in,eurusd eurcad chart needs fixing mobile six months zooming help read chart signed
"Annoying ads, i use more than 2 months I'm happy that no ads inside, but now u have annoying ads for upgrade!",annoying ads use months happy ads inside annoying ads upgrade
This app is insane. It has asked me to sign in 3 times over the course of the last 5 minutes. Incredibly annoying.,insane asked sign times course last minutes incredibly annoying
My favorite stock analysis app. Lately they've introduced ads for paying customers that cannot be removed. Reducing my stars until that is fixed,favorite stock analysis lately introduced ads paying customers removed reducing stars fixed
Needs better support for the fold 3. When I open the app. The last chart loads but when I switch it won't load,needs better support fold open last chart loads switch load
used to be a very nice and friendly user app but since the update its hard to navigate and very confusing to use. 5 stars to 2 or less star,used nice friendly user since update hard navigate confusing use stars less star
Since last update i can't find my functions like macd of rsi i just have the charts in function Would be great if you fix it or make us a video how to use it now,since last update find functions like macd rsi charts function would great fix make us video use
"The application is great but recent changes like limit of watchlist items to 30 from 999, which quite seems like draconian update",application great recent changes like limit watchlist items quite seems like draconian update
Just add the favourate drawing tools on the main chart. Rest all is good. charts look bigger now.,add favourate drawing tools main chart rest good charts look bigger
"New Update..,....is too baad ,it take time to load Chat, Sometimes it working very good ,but sometimes is too bad, plz.....make It Fast and Bug free...",new updateis baad take time load chat sometimes working good sometimes bad plzmake fast bug free
my app doesn't open again why..,open
Freezes. Great interface. Just fix that glitch and will upgrade.,freezes great interface fix glitch upgrade
Everything works fine but when we use the chart it keeps getting stuck in between and it's very bad,everything works fine use chart keeps getting stuck bad
"This version is very slow, taking longer time to open chart and update data.",version slow taking longer time open chart update data
"Latest version update not like I'm uninstall trading view app,very slow and chart and toolbar settings opposite side ...not option settings ...",latest version update like uninstall trading view appvery slow chart toolbar settings opposite side option settings
Will not log into the correct account. My phone has one Google account and it will not let me choose the correct one. Doesn't give me the option to choose.,log correct account phone one google account let choose correct one give option choose
Would gladly give 5 stars but the chart screen has a bug which makes the app almost unusable.,would gladly give stars chart screen bug makes almost unusable
Taking away important free tools,taking away important free tools
"The chart doesn't loads up so many times and I'm compelled to use my laptop for even minor works please fix it , i can view trading charts on c trader mt5 etc but no on this app some times please",chart loads many times compelled use laptop even minor works please fix view trading charts c trader mt etc times please
"App is Too slow, Previously it was good but now its completely lagging. Not Suitable and wont be recommendable for intraday at all.",slow previously good completely lagging suitable recommendable intraday
"Please keep the option of reverting to old UI layout, the new one consumes a lot of time",please keep option reverting old ui layout new one consumes lot time
Browser version is way better than android app version. You took subscription fee from us but you guys didnt update the app often. bad !,browser version way better android version took subscription fee us guys update often bad
"Having Problems in changing time frames, after clicking the screen gets hanged. Please fix.",problems changing time frames clicking screen gets hanged please fix
App has good potential but lack of support is just a killer. How are you expecting to keep gaining new customers when I cant talk to anyone about the app.,good potential lack support killer expecting keep gaining new customers talk anyone
It used to be my best app but I'll probably delete it after the new style update. Stop changing what already works! You're confusing users.,used best probably delete new style update stop changing already works confusing users
"Plssss bring back old toolbox UI this one is not comfortable, but the old one is great for using simple and easy ....Plssss bring it back",plssss bring back old toolbox ui one comfortable old one great using simple easy plssss bring back
"Just updated, app does not work anymore",updated work anymore
Price action data not working real time it's taking sometime for load,price action data working real time taking sometime load
"Only 1 thing missing in App , arrange All options in T form like Angel Broking App",thing missing arrange options form like angel broking
takes lot of time to update the charts,takes lot time update charts
Only 2 indicator we can use in free that's not good,indicator use free good
After minimising and opening app freeze. No work. I have to close app and restart app everytime.,minimising opening freeze work close restart everytime
"Disappointed with the recent update, as a trader we need chart first and foremost, then fundamentals, design the app like it will show chart first and an option to show fundamentals there",disappointed recent update trader need chart first foremost fundamentals design like show chart first option show fundamentals
Good but you dont can buy premium usibg Crypto😢,good buy premium usibg crypto
"Passing me off, trying to used the fib retracement and it's bypassing my desire price point. Gonna cancel my membership. Does it on the internet n mobile app. Something wrong with tradingview",passing trying used fib retracement bypassing desire price point going cancel membership internet n mobile something wrong tradingview
the delay in chat can fix by subscription 😕 or not plz reply,delay chat fix subscription plz reply
This app keeps on saying loading failed. I did the necessary measures to get it back online but there is no change. Help me...,keeps saying loading failed necessary measures get back online change help
"Sometime it's unable to load data, so everytime I need to clear my cache for loading. Please fix this as soon as possible l.",sometime unable load data everytime need clear cache loading please fix soon possible l
App is not working properly after new update. Chart takes long time to load but still not showing chart pls fix this problem...,working properly new update chart takes long time load still showing chart pls fix problem
"How much slow this app has become,it takes huge amount of time to open any chart even always show updating even when try to see watchlist.......",much slow becomeit takes huge amount time open chart even always show updating even try see watchlist
Problem in chart functionality(mobile version) some charts get cropped. Plz fix the problem.,problem chart functionalitymobile version charts get cropped plz fix problem
This application is very good But i am upset from restriction of watchlist .. You didn't tell us that the new update is restrict the watchlist.. That's tricked,application good upset restriction watchlist tell us new update restrict watchlist tricked
The new interface makes it a hassle to switch time frames and use tools please bring back the previous one,new interface makes hassle switch time frames use tools please bring back previous one
"The latest version of this application does not open at all I'll refresh and refresh, and sometimes restart my phone but to no avail.",latest version application open refresh refresh sometimes restart phone avail
"Latest update is terrible. Lost my colour scheme (dark) and even when I set it on mobile, lost it again!",latest update terrible lost colour scheme dark even set mobile lost
Why the data from Pakistan stock exchange is not available??? Please add in coming update. Thanks.,data pakistan stock exchange available please add coming update thanks
This new update keeps saying i dont have internet connection when all my other apps works just fine with my wifi,new update keeps saying internet connection apps works fine wifi
"It has been working good for a while but after I updated it the lower time frames have started freezing,,,some help",working good updated lower time frames started freezingsome help
After update app have so much hanging problem fib retracement not work properly and chart pointer of the app is also not properly worked,update much hanging problem fib retracement work properly chart pointer also properly worked
This application is best for all important indicator this application help us to trading but this app bad and other problem is premium 😔 all people not afford it kindly remove it,application best important indicator application help us trading bad problem premium people afford kindly remove
"I cannot open my chart at my tablet samsung s7. It is pop out ( sorry, an error occured). It is same pop up when i try to open help center. Please help me on this",open chart tablet samsung pop sorry error occured pop try open help center please help
"Old version is good, new version chart loading is very slow you should keep that option to switch old version",old version good new version chart loading slow keep option switch old version
"Hi,The mouse pointer does not work in the trading view chart. It used to work. Please help.",hithe mouse pointer work trading view chart used work please help
Best app in my mobile but some times I can't open chart but open watch list 😔,best mobile times open chart open watch list
UI is pretty awful in my opinion. I think there are better options out there,ui pretty awful opinion think better options
"Math Functions are not working. for example, Spx divided by Nasdaq was working before,but not now.",math functions working example spx divided nasdaq working beforebut
I'm facing problem opening the charts on my wifi network.works fine on Phone network.please check and solve the problem,facing problem opening charts wifi networkworks fine phone networkplease check solve problem
"I can't get the view I want. If I choose 1 hour candles and try to make it a day view, it never does what I want it to. I don't have time for this kind of garbage. Used to work fine.",get view want choose hour candles try make day view never want time kind garbage used work fine
"Last update is really bad guys, it makes the life difficult. I dont understand why you ruined this. Is it possible to move back previous version?",last update really bad guys makes life difficult understand ruined possible move back previous version
This app freezes and crashes on my phone And everytime i have to add a currency pair i always have to seach them all instead of selecting easily,freezes crashes phone everytime add currency pair always seach instead selecting easily
Need to add change currency options to country specific currency for virtual trading. That would be of great help . Pls also put options trading also in virtual trading.,need add change currency options country specific currency virtual trading would great help pls also put options trading also virtual trading
It just pushed me out in the middle of a trade and not allowing me to login back even after feeding correct credentials.,pushed middle trade allowing login back even feeding correct credentials
NOOOO TRADING VIEW WHAT HAVE YOU DONE!!?!? the new layout is terrible for drawing!!! Please give us the option for using the old layout again!,noooo trading view done new layout terrible drawing please give us option using old layout
"It's really srarted to hang now, It's really frustrating now even 8 gb ram can't handle this app. Please make this app more light and should load up quick...",really srarted hang really frustrating even gb ram handle please make light load quick
"Its taking too much much time in updating the market data, and even after updating sometimes it shows nothing.",taking much much time updating market data even updating sometimes shows nothing
My alerts log is empty even though I have an alert set... also cant find a way to manage alert notifications.,alerts log empty even though alert set also find way manage alert notifications
I guess I touch something then all of my stuff gets overlayed into a jumbled mess. Hard to explain in a comment. But it's really annoying.,guess touch something stuff gets overlayed jumbled mess hard explain comment really annoying
The latest version is so heavy to run and keep crashing when working with charts,latest version heavy run keep crashing working charts
"App only ran once after I installed, I have to keep clearing data and sign in all over again to get it to work.",ran installed keep clearing data sign get work
Hate the new changes they did to the mobile app. Wish there was an option where I could revert back to the older setup.,hate new changes mobile wish option could revert back older setup
"They say you can enable PM and AH on mobile, you can't. Also no contact feature in app, and hard to find your alerts.",say enable pm ah mobile also contact feature hard find alerts
"they disabled the classic view 😡 is like you start to learning to use a new app and this is annoying, trying to figure out where are things you need",disabled classic view like start learning use new annoying trying figure things need
After every new update it's taking too much time to open the watchlist and also taking too much time to open the Chart,every new update taking much time open watchlist also taking much time open chart
New update is trash. Give us option to switch to the old. Not subscribing again! Thanks.,new update trash give us option switch old subscribing thanks
App used to be cool until these recent updates. Everything is now a mess. I can't even view charts at all again.,used cool recent updates everything mess even view charts
After recent update charts do not open i checked everything also reinstalled the app but did not work!,recent update charts open checked everything also reinstalled work
I always face a problem when trying to open the chart. I don't know why I pay monthly for substandard service!!,always face problem trying open chart know pay monthly substandard service
"I just updated my app and i was having three indicator and now they are telling me that the limit it's two, why, bring back the three indicator limit.",updated three indicator telling limit two bring back three indicator limit
loat an account i had for over a year because i lost my two factor authentication. i had over 200 rep and hundreds of posts as well as over 100 followers. *edit ## i was not able to recover the account because it was a free account from 2021,loat account year lost two factor authentication rep hundreds posts well followers edit able recover account free account
"You actually ruined the the horizontal mode with the ideas, wishlist, chart and profile below the chart screen. This is the worst update ever...please fix it asap 🙏🏽🙏🏽 we love you",actually ruined horizontal mode ideas wishlist chart profile chart screen worst update everplease fix soon possible love
already subscribed but features are not working .raosed a ticket almost 3 days ago . no response from their end. waste of money,already subscribed features working raosed ticket almost days ago response end waste money
The latest update crashes too often. Plus there is a lag in using the application.,latest update crashes often plus lag using application
"Very slow, hangs a lot, sometimes charts get stuck in the middle.",slow hangs lot sometimes charts get stuck middle
"Unhappy with new version, tools are difficult to find and use, not user friendly.",unhappy new version tools difficult find use user friendly
"Chart is not opening since last two days. There is a network issue, do something quickly.",chart opening since last two days network issue something quickly
"Hi, i think the recent patch is not working out for android users as the graphs doesn't load at all",hi think recent patch working android users graphs load
Papertrade positions have disappeared from mobile app charts! And not showing new positions!,papertrade positions disappeared mobile charts showing new positions
"I like the app, but the date format should have the day of the week. it'd be very useful. otherwise I would give it 5 stars",like date format day week would useful otherwise would give stars
Timing is most important in technical analysis and new update not enough find tools and indicator It waste time and delay (lagging) So please as soon as possible please solve new update,timing important technical analysis new update enough find tools indicator waste time delay lagging please soon possible please solve new update
This year whenever I open the app it's not loading. I've given it a year to see if it worked again. But it didn't.,year whenever open loading given year see worked
Free version is tainted with distracting ads and logos that cover up the charts and take away from the ability to focus,free version tainted distracting ads logos cover charts take away ability focus
"I will find alternatives to have a bigger watchlist. Thanks for the suggestion, but will look for other tools.",find alternatives bigger watchlist thanks suggestion look tools
"I cant connect with my broker on the phone app, there is an empty brokers list only paper trading is available. Im disappointed.😒 If i can get help on how i can connect to my broker using the app ill be grateful.",connect broker phone empty brokers list paper trading available disappointed get help connect broker using ill grateful
When i first installed it it's operation was kindly stable but now it really takes long to load the charts pls fix tht.,first installed operation kindly stable really takes long load charts pls fix tht
"Charts not always loading, sometimes the charts just lags and won't show.",charts always loading sometimes charts lags show
There's a bug on this current update. Charts keep glitching and turning dark.,bug current update charts keep glitching turning dark
We need to purchase premium version for adding 30+stocks in watchlist.atleast gives 200 for free version. That's the reason I shifted to other broker side.,need purchase premium version adding stocks watchlistatleast gives free version reason shifted broker side
Its very laggy. The charts take an eternity to open. Pls fix this. Otherwise its a great app.,laggy charts take eternity open pls fix otherwise great
Its amazing App I give it 2 stars because sometimes Charts don't open for no reason I had to uninstall and reinstall the app,amazing give stars sometimes charts open reason uninstall reinstall
I think it's time you consider android users in your updates because we are having hard times to refresh the charts its taking too long this is making it boring,think time consider android users updates hard times refresh charts taking long making boring
